week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
10/21/2017,10740,"albuquerque, nm",56,2.5%,-8.8%,-6,-8.7%,12.0%,1.4%,-9.3%,1.8%
10/21/2017,49340,"worcester, ma-ct",57,6.7%,-12.0%,-8,-11.9%,-10.7%,0.1%,-8.3%,0.5%
10/21/2017,36540,"omaha-council bluffs, ne-ia",58,21.4%,-11.6%,-2,-4.3%,-5.2%,0.7%,10.9%,0.6%
10/21/2017,28940,"knoxville, tn",59,11.2%,-15.7%,-11,-12.8%,0.7%,1.0%,-6.1%,1.2%
10/21/2017,14860,"bridgeport-stamford-norwalk, ct",60,-0.1%,-3.3%,-13,-12.3%,4.7%,0.3%,18.5%,-0.7%
10/21/2017,24860,"greenville-anderson-mauldin, sc",61,8.0%,-9.5%,-7,-9.0%,15.8%,1.5%,-10.3%,-0.1%
10/21/2017,35300,"new haven-milford, ct",62,-1.9%,-17.8%,-6,-7.1%,-18.6%,0.0%,-17.0%,-0.9%
10/21/2017,35840,"north port-sarasota-bradenton, fl",63,-3.1%,0.7%,7,8.5%,-1.7%,-0.2%,-9.9%,0.0%
10/21/2017,19380,"dayton, oh",64,21.0%,-18.0%,-14,-18.9%,-14.2%,0.3%,6.1%,1.8%
10/21/2017,46520,"urban honolulu, hi",65,-4.0%,2.5%,-4,-6.3%,25.7%,1.7%,5.0%,0.3%
10/21/2017,10900,"allentown-bethlehem-easton, pa-nj",66,14.6%,-18.3%,-14,-15.7%,-17.5%,0.1%,-6.1%,0.9%
10/21/2017,12940,"baton rouge, la",67,2.2%,23.2%,0,0.0%,-5.0%,-1.6%,61.3%,0.9%
10/21/2017,17900,"columbia, sc",68,7.8%,-10.7%,-4,-5.1%,0.0%,0.7%,-24.6%,-0.1%
10/21/2017,24660,"greensboro-high point, nc",69,20.0%,-22.2%,-7,-7.4%,9.8%,1.8%,-12.1%,0.7%
10/21/2017,23420,"fresno, ca",70,11.1%,-4.1%,-9,-17.3%,18.0%,2.0%,24.4%,-0.5%
10/21/2017,30780,"little rock-north little rock-conway, ar",71,6.3%,-11.2%,-7,-8.9%,17.2%,1.6%,1.0%,0.3%
10/21/2017,16700,"charleston-north charleston, sc",72,5.6%,0.1%,-8,-8.6%,9.3%,0.5%,1.8%,0.4%
10/21/2017,10420,"akron, oh",73,11.8%,-15.3%,-12,-16.4%,7.7%,1.6%,7.0%,0.7%
10/21/2017,15980,"cape coral-fort myers, fl",74,-4.7%,-3.0%,13,15.9%,6.9%,0.6%,17.6%,-0.1%
10/21/2017,21340,"el paso, tx",75,3.1%,-0.4%,-3,-3.4%,20.8%,1.0%,-5.0%,0.3%
10/21/2017,37100,"oxnard-thousand oaks-ventura, ca",76,9.5%,-16.1%,-10,-16.7%,-15.1%,0.1%,5.7%,0.5%
10/21/2017,17820,"colorado springs, co",77,10.3%,-9.3%,-5,-8.6%,5.6%,1.4%,11.6%,1.7%
10/21/2017,31540,"madison, wi",78,3.9%,-14.8%,-9,-11.7%,8.8%,1.5%,-15.8%,2.2%
10/21/2017,12540,"bakersfield, ca",79,8.7%,-10.9%,-9,-14.1%,-8.4%,0.2%,-4.9%,0.5%
10/21/2017,45060,"syracuse, ny",80,11.9%,-19.6%,-8,-9.9%,8.2%,1.7%,-20.6%,1.1%
10/21/2017,49180,"winston-salem, nc",81,10.5%,-24.2%,-7,-7.6%,-18.5%,0.4%,63.4%,0.8%
10/21/2017,19660,"deltona-daytona beach-ormond beach, fl",82,3.4%,-3.1%,-10,-11.8%,62.6%,3.0%,-12.9%,1.7%
10/21/2017,48620,"wichita, ks",83,3.0%,2.8%,0,0.0%,-5.5%,-0.5%,6.8%,0.9%
10/21/2017,45780,"toledo, oh",84,0.0%,-16.1%,-7,-10.0%,3.2%,1.3%,0.7%,1.3%
10/21/2017,14260,"boise city, id",85,14.6%,-8.8%,-11,-21.6%,2.8%,1.0%,20.1%,0.0%
10/21/2017,44140,"springfield, ma",86,10.2%,-12.2%,-9,-11.4%,30.2%,2.3%,-9.9%,-0.1%
10/21/2017,19780,"des moines-west des moines, ia",87,5.2%,6.9%,-3,-4.1%,6.2%,0.0%,-12.2%,1.1%
10/21/2017,29460,"lakeland-winter haven, fl",88,12.5%,-13.4%,2,2.6%,0.5%,0.9%,30.7%,1.2%
10/21/2017,37340,"palm bay-melbourne-titusville, fl",89,7.5%,5.8%,5,7.7%,0.0%,-0.5%,19.1%,0.7%
10/21/2017,32580,"mcallen-edinburg-mission, tx",90,4.3%,13.9%,-6,-6.0%,34.8%,0.8%,-5.6%,0.1%
10/21/2017,42540,"scranton--wilkes-barre--hazleton, pa",91,8.1%,-14.4%,-12,-10.7%,7.7%,1.0%,-14.6%,-0.2%
10/21/2017,25420,"harrisburg-carlisle, pa",92,8.1%,-13.6%,-12,-13.3%,-6.8%,0.4%,-14.1%,-0.8%
10/21/2017,49660,"youngstown-warren-boardman, oh-pa",93,14.7%,-9.8%,-17,-17.5%,-6.7%,0.2%,-2.0%,0.8%
10/21/2017,12260,"augusta-richmond county, ga-sc",94,7.7%,-16.3%,-11,-11.0%,-14.1%,0.1%,-33.3%,0.3%
10/21/2017,44700,"stockton-lodi, ca",95,5.7%,-10.2%,-5,-10.9%,-2.0%,0.9%,30.9%,-0.1%
10/21/2017,16860,"chattanooga, tn-ga",96,14.3%,-19.1%,-3,-3.9%,-1.1%,1.2%,15.6%,-0.9%
10/21/2017,38860,"portland-south portland, me",97,3.0%,-14.8%,-14,-14.7%,8.9%,1.3%,18.4%,1.4%
10/21/2017,20500,"durham-chapel hill, nc",98,8.6%,-14.3%,-8,-9.3%,33.3%,2.8%,-24.2%,0.2%
10/21/2017,44060,"spokane-spokane valley, wa",99,12.4%,-3.0%,-9,-13.4%,17.6%,1.3%,10.8%,0.3%
10/21/2017,27140,"jackson, ms",100,10.7%,-5.3%,2,2.3%,4.2%,0.4%,6.7%,1.0%
10/14/2017,35620,"new york-newark-jersey city, ny-nj-pa",1,13.4%,-6.2%,-10,-12.0%,15.1%,1.1%,-17.2%,0.5%
10/14/2017,31080,"los angeles-long beach-anaheim, ca",2,7.2%,-15.2%,-8,-17.0%,-9.2%,0.7%,-2.2%,0.4%
10/14/2017,16980,"chicago-naperville-elgin, il-in-wi",3,7.1%,-8.0%,-8,-13.1%,4.5%,0.9%,38.3%,0.5%
10/14/2017,19100,"dallas-fort worth-arlington, tx",4,-2.5%,14.3%,4,7.8%,2.6%,-1.0%,-11.8%,1.9%
10/14/2017,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,8.7%,-7.9%,-9,-11.3%,-9.5%,-0.1%,0.4%,0.3%
10/14/2017,47900,"washington-arlington-alexandria, dc-va-md-wv",6,4.4%,-3.3%,-3,-5.7%,9.5%,1.1%,1.9%,0.7%
10/14/2017,26420,"houston-the woodlands-sugar land, tx",7,-1.3%,2.1%,5,7.9%,8.7%,0.5%,56.5%,-0.2%
10/14/2017,33100,"miami-fort lauderdale-west palm beach, fl",8,3.9%,0.1%,13,15.1%,10.1%,0.5%,2.7%,0.0%
10/14/2017,12060,"atlanta-sandy springs-roswell, ga",9,11.1%,-8.1%,6,11.5%,-3.8%,0.4%,-4.6%,0.0%
10/14/2017,14460,"boston-cambridge-newton, ma-nh",10,7.8%,-10.8%,-6,-11.3%,-1.9%,0.9%,-23.9%,0.4%
10/14/2017,41860,"san francisco-oakland-hayward, ca",11,7.9%,-19.7%,-4,-12.1%,-3.8%,2.3%,6.2%,-0.8%
10/14/2017,19820,"detroit-warren-dearborn, mi",12,14.2%,-11.6%,-6,-11.5%,-5.1%,0.6%,-7.9%,0.7%
10/14/2017,38060,"phoenix-mesa-scottsdale, az",13,4.8%,-9.4%,-6,-11.5%,-0.2%,0.9%,-18.2%,0.6%
10/14/2017,42660,"seattle-tacoma-bellevue, wa",14,12.6%,-10.2%,-2,-5.4%,23.4%,3.6%,-14.3%,1.0%
10/14/2017,33460,"minneapolis-st. paul-bloomington, mn-wi",15,8.1%,-15.0%,-5,-9.8%,-2.8%,1.2%,-8.0%,-0.3%
10/14/2017,40140,"riverside-san bernardino-ontario, ca",16,5.8%,-16.2%,-10,-16.7%,-10.7%,0.5%,23.6%,0.3%
10/14/2017,45300,"tampa-st. petersburg-clearwater, fl",17,4.0%,-6.6%,3,4.7%,1.8%,0.7%,-15.2%,0.5%
10/14/2017,41740,"san diego-carlsbad, ca",18,4.2%,-13.9%,-8,-18.6%,-0.3%,1.6%,5.6%,0.7%
10/14/2017,41180,"st. louis, mo-il",19,11.7%,-5.3%,-7,-9.6%,-8.7%,-0.2%,8.2%,1.6%
10/14/2017,19740,"denver-aurora-lakewood, co",20,3.2%,-3.3%,-4,-9.3%,-4.2%,-0.1%,-10.1%,-0.2%
10/14/2017,12580,"baltimore-columbia-towson, md",21,5.3%,-11.7%,-8,-11.8%,1.3%,1.0%,-5.3%,-0.1%
10/14/2017,38300,"pittsburgh, pa",22,7.7%,-9.5%,-6,-7.3%,-3.5%,0.3%,23.7%,1.1%
10/14/2017,38900,"portland-vancouver-hillsboro, or-wa",23,7.3%,5.8%,-2,-4.3%,10.4%,0.4%,0.6%,1.1%
10/14/2017,16740,"charlotte-concord-gastonia, nc-sc",24,11.8%,-9.8%,-3,-4.2%,-3.7%,0.5%,36.3%,0.7%
10/14/2017,36740,"orlando-kissimmee-sanford, fl",25,6.5%,-10.5%,2,2.7%,2.5%,1.0%,-3.7%,-0.5%
10/14/2017,17460,"cleveland-elyria, oh",26,12.7%,-14.2%,-10,-12.8%,7.6%,1.5%,38.4%,0.3%
10/14/2017,17140,"cincinnati, oh-ky-in",27,21.1%,-13.7%,-8,-12.3%,-7.5%,0.5%,1.3%,1.4%
10/14/2017,41700,"san antonio-new braunfels, tx",28,0.6%,9.9%,-3,-4.4%,9.8%,0.0%,26.0%,2.0%
10/14/2017,40900,"sacramento--roseville--arden-arcade, ca",29,3.5%,-2.6%,-7,-14.0%,12.6%,1.4%,3.0%,0.4%
10/14/2017,28140,"kansas city, mo-ks",30,15.3%,-6.0%,-5,-7.8%,6.3%,1.0%,8.0%,-0.3%
10/14/2017,18140,"columbus, oh",31,20.0%,-10.6%,-8,-13.1%,-12.8%,-0.2%,-14.6%,0.9%
10/14/2017,26900,"indianapolis-carmel-anderson, in",32,24.5%,-14.5%,-8,-12.1%,-8.1%,0.5%,-30.4%,0.9%
10/14/2017,29820,"las vegas-henderson-paradise, nv",33,14.4%,-29.9%,-11,-18.6%,-3.1%,3.0%,29.0%,-0.2%
10/14/2017,12420,"austin-round rock, tx",34,-7.6%,17.5%,2,3.1%,20.9%,0.2%,19.9%,1.8%
10/14/2017,34980,"nashville-davidson--murfreesboro--franklin, tn",35,15.5%,-23.1%,-5,-11.6%,1.2%,2.3%,-63.7%,2.6%
10/14/2017,41940,"san jose-sunnyvale-santa clara, ca",36,11.4%,-46.3%,-7,-19.4%,-7.3%,8.2%,4.3%,-4.0%
10/14/2017,47260,"virginia beach-norfolk-newport news, va-nc",37,5.7%,-6.3%,-10,-12.8%,25.3%,1.4%,-6.8%,1.7%
10/14/2017,33340,"milwaukee-waukesha-west allis, wi",38,6.9%,-35.6%,-4,-6.6%,-17.9%,1.6%,-1.1%,2.4%
10/14/2017,39300,"providence-warwick, ri-ma",39,6.4%,-13.5%,-7,-10.6%,1.2%,1.1%,51.1%,0.5%
10/14/2017,27260,"jacksonville, fl",40,6.6%,-8.1%,-6,-7.6%,14.2%,1.3%,4.6%,0.0%
10/14/2017,36420,"oklahoma city, ok",41,1.8%,-2.5%,-3,-4.5%,8.6%,0.7%,8.5%,0.6%
10/14/2017,31140,"louisville/jefferson county, ky-in",42,21.3%,-4.6%,-2,-3.4%,-6.4%,-0.2%,-12.7%,0.1%
10/14/2017,32820,"memphis, tn-ms-ar",43,9.5%,-15.8%,-10,-14.3%,-7.3%,0.6%,0.6%,0.6%
10/14/2017,35380,"new orleans-metairie, la",44,6.3%,1.6%,-5,-6.4%,9.6%,0.5%,19.3%,0.9%
10/14/2017,40060,"richmond, va",45,11.4%,-6.1%,-2,-3.3%,3.2%,0.7%,10.5%,0.3%
10/14/2017,15380,"buffalo-cheektowaga-niagara falls, ny",46,12.9%,-18.7%,-3,-5.6%,16.5%,2.7%,-11.1%,1.7%
10/14/2017,25540,"hartford-west hartford-east hartford, ct",47,-2.2%,1.0%,-12,-15.0%,9.3%,0.4%,6.3%,0.3%
10/14/2017,39580,"raleigh, nc",48,6.1%,-0.3%,-1,-1.5%,20.8%,1.4%,3.8%,2.0%
10/14/2017,13820,"birmingham-hoover, al",49,10.1%,-12.9%,-6,-6.9%,-8.3%,0.3%,-13.2%,0.4%
10/14/2017,40380,"rochester, ny",50,9.7%,-23.9%,-11,-18.6%,-10.3%,1.1%,12.9%,1.6%
10/14/2017,46060,"tucson, az",51,8.3%,-9.7%,-8,-13.1%,-3.9%,0.5%,9.8%,1.9%
10/14/2017,41620,"salt lake city, ut",52,8.0%,6.0%,-11,-22.9%,18.2%,1.1%,8.6%,1.0%
10/14/2017,24340,"grand rapids-wyoming, mi",53,-9.1%,95.8%,-33,-40.7%,338.0%,5.2%,6.6%,4.3%
10/14/2017,46140,"tulsa, ok",54,6.1%,3.9%,4,6.7%,0.3%,-0.2%,-11.9%,1.2%
10/14/2017,10580,"albany-schenectady-troy, ny",55,12.6%,-9.4%,-3,-3.4%,4.3%,0.7%,-10.0%,0.4%
10/14/2017,10740,"albuquerque, nm",56,2.3%,-8.9%,-6,-9.1%,4.6%,0.9%,-17.5%,-0.1%
10/14/2017,49340,"worcester, ma-ct",57,6.3%,-10.8%,-9,-13.6%,3.6%,1.1%,12.5%,0.1%
10/14/2017,36540,"omaha-council bluffs, ne-ia",58,16.9%,-11.0%,1,2.2%,-1.0%,1.0%,15.7%,0.1%
10/14/2017,28940,"knoxville, tn",59,11.1%,-16.2%,-11,-12.8%,-0.3%,1.0%,-5.8%,1.3%
10/14/2017,14860,"bridgeport-stamford-norwalk, ct",60,-0.1%,-4.7%,-14,-13.1%,-3.9%,0.0%,13.0%,-0.1%
10/14/2017,24860,"greenville-anderson-mauldin, sc",61,8.0%,-9.8%,-7,-9.2%,11.4%,1.3%,25.6%,1.3%
10/14/2017,35300,"new haven-milford, ct",62,-1.9%,-17.9%,-10,-11.8%,-11.0%,0.4%,-25.7%,0.0%
10/14/2017,35840,"north port-sarasota-bradenton, fl",63,-3.0%,1.7%,7,8.2%,-7.4%,-0.6%,1.0%,-0.6%
10/14/2017,19380,"dayton, oh",64,20.1%,-19.2%,-13,-17.8%,3.1%,1.6%,8.5%,0.7%
10/14/2017,46520,"urban honolulu, hi",65,-3.5%,0.4%,-4,-6.3%,-1.6%,-0.2%,1.6%,0.2%
10/14/2017,10900,"allentown-bethlehem-easton, pa-nj",66,12.6%,-16.6%,-16,-18.0%,12.4%,1.7%,9.8%,1.2%
10/14/2017,12940,"baton rouge, la",67,1.2%,25.0%,-1,-1.4%,1.3%,-1.4%,74.3%,1.6%
10/14/2017,17900,"columbia, sc",68,7.5%,-10.8%,-1,-1.3%,12.7%,1.2%,-17.3%,0.2%
10/14/2017,24660,"greensboro-high point, nc",69,20.1%,-22.9%,-4,-4.3%,-4.0%,1.1%,-6.8%,-0.2%
10/14/2017,23420,"fresno, ca",70,11.1%,-7.5%,-7,-13.2%,5.3%,1.3%,124.4%,-0.5%
10/14/2017,30780,"little rock-north little rock-conway, ar",71,6.3%,-11.5%,-4,-5.3%,9.3%,1.3%,-16.0%,0.6%
10/14/2017,16700,"charleston-north charleston, sc",72,5.3%,0.4%,-7,-7.6%,82.5%,3.3%,6.0%,1.2%
10/14/2017,10420,"akron, oh",73,12.8%,-17.4%,-10,-14.1%,-0.9%,1.4%,-13.6%,1.7%
10/14/2017,15980,"cape coral-fort myers, fl",74,-3.9%,-3.2%,11,12.9%,1.6%,0.3%,15.0%,0.2%
10/14/2017,21340,"el paso, tx",75,2.6%,-0.1%,-3,-3.4%,-7.5%,-0.4%,-9.1%,0.5%
10/14/2017,37100,"oxnard-thousand oaks-ventura, ca",76,10.0%,-15.0%,-9,-15.3%,-22.8%,-0.7%,-0.9%,0.8%
10/14/2017,17820,"colorado springs, co",77,10.4%,-9.3%,-6,-10.5%,8.4%,1.7%,7.3%,1.0%
10/14/2017,31540,"madison, wi",78,6.1%,-15.3%,-7,-9.6%,-6.2%,0.6%,-9.9%,1.5%
10/14/2017,12540,"bakersfield, ca",79,8.7%,-11.2%,-11,-17.2%,23.3%,2.5%,-20.3%,-0.6%
10/14/2017,45060,"syracuse, ny",80,10.4%,-21.2%,-8,-9.9%,-0.6%,1.4%,-9.5%,0.0%
10/14/2017,49180,"winston-salem, nc",81,10.5%,-22.5%,-10,-10.9%,-13.4%,0.6%,81.0%,0.9%
10/14/2017,19660,"deltona-daytona beach-ormond beach, fl",82,2.2%,-5.1%,-6,-7.3%,68.6%,3.1%,-3.2%,2.5%
10/14/2017,48620,"wichita, ks",83,1.8%,5.3%,-4,-6.9%,7.6%,0.2%,4.5%,0.1%
10/14/2017,45780,"toledo, oh",84,6.2%,-16.6%,-5,-7.2%,-8.0%,0.7%,-29.4%,1.2%
10/14/2017,14260,"boise city, id",85,14.6%,-6.9%,-11,-22.0%,16.5%,1.7%,1.7%,-0.6%
10/14/2017,44140,"springfield, ma",86,10.6%,-13.7%,-8,-10.3%,0.7%,1.0%,-18.2%,0.2%
10/14/2017,19780,"des moines-west des moines, ia",87,6.3%,6.0%,-2,-2.8%,0.4%,-0.3%,-2.3%,0.9%
10/14/2017,29460,"lakeland-winter haven, fl",88,10.3%,-12.6%,4,5.4%,10.8%,1.6%,109.6%,-0.1%
10/14/2017,37340,"palm bay-melbourne-titusville, fl",89,5.8%,7.5%,2,3.0%,46.5%,2.1%,21.0%,1.2%
10/14/2017,32580,"mcallen-edinburg-mission, tx",90,3.2%,13.4%,-3,-3.1%,-5.7%,-0.8%,-10.1%,0.2%
10/14/2017,42540,"scranton--wilkes-barre--hazleton, pa",91,6.6%,-13.3%,-13,-11.9%,-9.3%,0.2%,12.4%,-0.1%
10/14/2017,25420,"harrisburg-carlisle, pa",92,5.6%,-13.0%,-10,-11.5%,25.9%,2.2%,-15.9%,0.4%
10/14/2017,49660,"youngstown-warren-boardman, oh-pa",93,14.7%,-8.3%,-15,-15.8%,7.9%,0.8%,13.4%,0.3%
10/14/2017,12260,"augusta-richmond county, ga-sc",94,9.0%,-15.5%,-13,-12.9%,4.8%,1.1%,-30.0%,0.0%
10/14/2017,44700,"stockton-lodi, ca",95,8.6%,-9.7%,-5,-11.1%,-4.1%,0.6%,-43.2%,-0.1%
10/14/2017,16860,"chattanooga, tn-ga",96,14.3%,-18.9%,-1,-1.3%,-2.8%,1.0%,2.1%,-0.4%
10/14/2017,38860,"portland-south portland, me",97,3.3%,-14.6%,-15,-16.0%,-13.7%,0.1%,15.1%,1.5%
10/14/2017,20500,"durham-chapel hill, nc",98,10.0%,-16.8%,-7,-8.1%,-16.5%,0.0%,-1.1%,3.0%
10/14/2017,44060,"spokane-spokane valley, wa",99,10.4%,-3.1%,-9,-13.8%,25.4%,1.9%,28.3%,1.1%
10/14/2017,27140,"jackson, ms",100,12.4%,-5.2%,2,2.3%,9.0%,0.6%,-10.8%,0.7%
10/7/2017,35620,"new york-newark-jersey city, ny-nj-pa",1,12.0%,-6.8%,-8,-9.8%,15.6%,1.3%,-20.2%,0.5%
10/7/2017,31080,"los angeles-long beach-anaheim, ca",2,7.0%,-14.4%,-7,-14.9%,-0.1%,1.6%,-1.8%,-0.3%
10/7/2017,16980,"chicago-naperville-elgin, il-in-wi",3,7.1%,-8.0%,-8,-13.1%,9.4%,1.4%,37.4%,0.4%
10/7/2017,19100,"dallas-fort worth-arlington, tx",4,-1.4%,14.7%,4,7.8%,5.5%,-0.8%,-18.5%,1.8%
10/7/2017,37980,"philadelphia-camden-wilmington, pa-nj-de-md",5,8.7%,-6.8%,-11,-13.7%,10.1%,1.1%,-2.6%,0.5%
10/7/2017,47900,"washington-arlington-alexandria, dc-va-md-wv",6,4.6%,-3.3%,-4,-7.4%,2.8%,0.5%,11.2%,0.3%
10/7/2017,26420,"houston-the woodlands-sugar land, tx",7,-0.8%,2.2%,7,11.5%,5.1%,0.2%,1.1%,-1.1%
10/7/2017,33100,"miami-fort lauderdale-west palm beach, fl",8,2.6%,0.0%,14,16.3%,45.6%,1.9%,-6.0%,1.6%
10/7/2017,12060,"atlanta-sandy springs-roswell, ga",9,11.1%,-7.2%,6,11.5%,0.6%,0.6%,11.5%,0.6%
10/7/2017,14460,"boston-cambridge-newton, ma-nh",10,7.8%,-9.9%,-6,-10.9%,15.0%,2.2%,-18.5%,0.2%
10/7/2017,41860,"san francisco-oakland-hayward, ca",11,10.0%,-19.4%,-3,-9.7%,2.8%,3.4%,0.2%,-0.5%
10/7/2017,19820,"detroit-warren-dearborn, mi",12,13.4%,-11.1%,-7,-13.5%,3.7%,1.5%,-7.7%,1.2%
10/7/2017,38060,"phoenix-mesa-scottsdale, az",13,4.7%,-8.9%,-5,-9.3%,-1.0%,0.8%,4.0%,0.0%
10/7/2017,42660,"seattle-tacoma-bellevue, wa",14,12.8%,-12.1%,0,0.0%,2.7%,1.9%,-8.4%,-0.8%
10/7/2017,33460,"minneapolis-st. paul-bloomington, mn-wi",15,11.6%,-14.4%,-5,-9.6%,-3.2%,1.1%,-15.5%,-0.1%
10/7/2017,40140,"riverside-san bernardino-ontario, ca",16,5.8%,-14.6%,-12,-19.7%,-5.9%,0.9%,0.1%,0.4%
10/7/2017,45300,"tampa-st. petersburg-clearwater, fl",17,3.9%,-6.3%,3,4.7%,0.1%,0.6%,-15.9%,2.1%
10/7/2017,41740,"san diego-carlsbad, ca",18,4.6%,-14.6%,-5,-12.2%,9.8%,2.9%,11.2%,-0.3%
10/7/2017,41180,"st. louis, mo-il",19,11.1%,-4.5%,-7,-9.7%,18.1%,1.5%,2.0%,0.7%
10/7/2017,19740,"denver-aurora-lakewood, co",20,2.2%,-1.2%,-5,-11.6%,-2.4%,-0.2%,-8.3%,0.9%
10/7/2017,12580,"baltimore-columbia-towson, md",21,5.3%,-11.4%,-7,-10.3%,1.4%,1.0%,-1.9%,0.0%
10/7/2017,38300,"pittsburgh, pa",22,7.4%,-8.9%,-6,-7.4%,3.3%,0.7%,20.5%,0.2%
10/7/2017,38900,"portland-vancouver-hillsboro, or-wa",23,7.8%,5.3%,0,0.0%,2.9%,-0.2%,-5.3%,1.4%
10/7/2017,16740,"charlotte-concord-gastonia, nc-sc",24,10.5%,-9.5%,-3,-4.3%,2.3%,0.9%,-15.1%,0.7%
10/7/2017,36740,"orlando-kissimmee-sanford, fl",25,3.9%,-9.6%,2,2.7%,22.7%,1.9%,13.4%,2.3%
10/7/2017,17460,"cleveland-elyria, oh",26,12.1%,-13.9%,-9,-11.7%,1.3%,1.1%,24.1%,0.8%
10/7/2017,17140,"cincinnati, oh-ky-in",27,23.7%,-14.7%,-8,-12.3%,-5.8%,0.8%,-1.5%,1.2%
10/7/2017,41700,"san antonio-new braunfels, tx",28,0.0%,10.6%,-3,-4.4%,11.3%,0.0%,-12.1%,1.7%
10/7/2017,40900,"sacramento--roseville--arden-arcade, ca",29,3.5%,-4.8%,-6,-12.0%,18.6%,2.3%,29.7%,0.2%
10/7/2017,28140,"kansas city, mo-ks",30,17.3%,-6.1%,-5,-7.8%,1.0%,0.6%,-0.6%,0.6%
10/7/2017,18140,"columbus, oh",31,19.8%,-8.4%,-9,-14.5%,19.8%,2.4%,-6.0%,1.3%
10/7/2017,26900,"indianapolis-carmel-anderson, in",32,23.1%,-13.2%,-8,-12.1%,6.9%,1.7%,-31.6%,-0.3%
10/7/2017,29820,"las vegas-henderson-paradise, nv",33,14.7%,-30.7%,-10,-16.9%,-10.9%,2.4%,52.5%,-0.2%
10/7/2017,12420,"austin-round rock, tx",34,-6.4%,17.2%,2,3.2%,9.1%,-0.5%,29.6%,0.9%
10/7/2017,34980,"nashville-davidson--murfreesboro--franklin, tn",35,16.7%,-24.1%,-4,-9.5%,0.8%,2.9%,-64.6%,2.4%
10/7/2017,41940,"san jose-sunnyvale-santa clara, ca",36,20.1%,-46.3%,-4,-12.5%,-3.7%,8.7%,-8.9%,-2.3%
10/7/2017,47260,"virginia beach-norfolk-newport news, va-nc",37,3.8%,-3.9%,-7,-9.3%,18.8%,1.2%,0.9%,0.4%
10/7/2017,33340,"milwaukee-waukesha-west allis, wi",38,5.0%,-34.6%,-4,-6.7%,-7.6%,2.3%,-11.1%,2.5%
10/7/2017,39300,"providence-warwick, ri-ma",39,6.1%,-13.0%,-6,-9.4%,12.8%,2.0%,-28.0%,0.6%
10/7/2017,27260,"jacksonville, fl",40,4.7%,-8.2%,-6,-7.7%,78.9%,3.6%,-8.2%,2.4%
10/7/2017,36420,"oklahoma city, ok",41,2.7%,-1.8%,-1,-1.5%,-4.0%,-0.2%,2.8%,0.5%
10/7/2017,31140,"louisville/jefferson county, ky-in",42,20.8%,-5.2%,-5,-8.5%,13.1%,1.4%,-1.7%,0.9%
10/7/2017,32820,"memphis, tn-ms-ar",43,8.4%,-15.9%,-9,-13.2%,-2.2%,1.0%,15.5%,0.1%
10/7/2017,35380,"new orleans-metairie, la",44,6.1%,-0.4%,-2,-2.7%,0.3%,0.0%,4.8%,0.1%
10/7/2017,40060,"richmond, va",45,9.4%,-4.2%,-1,-1.7%,16.0%,1.7%,0.2%,1.2%
10/7/2017,15380,"buffalo-cheektowaga-niagara falls, ny",46,13.6%,-19.2%,-3,-5.6%,-5.4%,1.2%,-0.5%,0.5%
10/7/2017,25540,"hartford-west hartford-east hartford, ct",47,-1.8%,-0.8%,-13,-16.2%,5.0%,0.3%,-9.4%,0.4%
10/7/2017,39580,"raleigh, nc",48,7.4%,-1.5%,-2,-3.1%,9.7%,0.9%,-3.3%,0.7%
10/7/2017,13820,"birmingham-hoover, al",49,10.1%,-12.2%,-4,-4.7%,-4.0%,0.5%,-13.9%,0.8%
10/7/2017,40380,"rochester, ny",50,9.7%,-24.6%,-12,-20.7%,5.3%,2.6%,-1.1%,0.7%
10/7/2017,46060,"tucson, az",51,5.1%,-9.3%,-10,-15.9%,3.6%,1.2%,14.6%,1.3%
10/7/2017,41620,"salt lake city, ut",52,9.4%,5.5%,-9,-20.0%,24.7%,1.7%,12.1%,0.2%
10/7/2017,24340,"grand rapids-wyoming, mi",53,-9.1%,95.9%,-31,-39.2%,305.5%,4.7%,18.5%,3.7%
10/7/2017,46140,"tulsa, ok",54,7.7%,4.2%,3,5.1%,-5.1%,-0.7%,10.0%,0.2%
10/7/2017,10580,"albany-schenectady-troy, ny",55,12.5%,-10.2%,-1,-1.1%,-0.6%,0.6%,4.8%,-0.2%
10/7/2017,10740,"albuquerque, nm",56,3.0%,-9.9%,-5,-7.7%,11.2%,1.5%,6.0%,-0.1%
10/7/2017,49340,"worcester, ma-ct",57,6.6%,-9.6%,-9,-13.6%,7.9%,1.3%,15.5%,1.6%
10/7/2017,36540,"omaha-council bluffs, ne-ia",58,21.9%,-9.9%,0,0.0%,-12.3%,-0.3%,7.9%,-0.6%
10/7/2017,28940,"knoxville, tn",59,11.1%,-16.7%,-11,-12.9%,3.8%,1.4%,-10.9%,1.8%
10/7/2017,14860,"bridgeport-stamford-norwalk, ct",60,0.0%,-5.8%,-14,-13.1%,-0.9%,0.2%,7.3%,0.0%
10/7/2017,24860,"greenville-anderson-mauldin, sc",61,6.7%,-10.9%,-9,-11.7%,17.3%,1.7%,12.7%,1.2%
